,Serial_Number,AGE,GENDER,MARITAL_STATUS,NATIONALITY,LINE_TENURE,CUSTOMER_CLASS,SUBPLAN,CONTRACT_FLAG,PAY_METD,HS_AGE,TOP1_INT_CD,TOP2_INT_CD,TOP3_INT_CD,CUSTOMER_TYPE,ID_CHANGE_FLAG
278,10858,48.0,M,S,702.0,367,3,2241,1.0,cs,12,NONE,NONE,NONE,3G,0
279,10859,54.0,M,M,702.0,1560,3,2242,1.0,cs,18,NONE,NONE,NONE,3G,0
280,1086,17.0,M,S,608.0,194,6,2243,1.0,cs,6,254,80,259,4G,0
281,10862,17.0,F,S,458.0,311,4,2242,1.0,cs,9,NONE,NONE,NONE,3G,0
282,10863,29.0,M,S,702.0,1548,7,2156,1.0,cx,7,NONE,NONE,NONE,3G,0
283,1087,61.0,M,M,702.0,2908,3,2248,1.0,cs,6,67,NONE,NONE,4G,0
284,10875,64.0,M,M,702.0,1269,3,2136,0.0,cs,31,NONE,NONE,NONE,3G,0
285,1088,47.0,M,M,702.0,2680,3,2107,0.0,co,0,35,NONE,NONE,4G,0
286,10883,44.0,F,M,702.0,1267,3,2242,1.0,co,0,105,NONE,NONE,3G,0
287,10886,50.0,M,M,702.0,620,3,2135,1.0,cs,20,101,NONE,NONE,3G,0
288,1089,39.0,M,M,702.0,2230,3,2105,1.0,cs,3,NONE,NONE,NONE,4G,0
289,10895,44.0,M,M,702.0,1555,3,2114,0.0,cs,51,NONE,NONE,NONE,3G,0
290,10899,27.0,F,S,702.0,1543,3,2115,1.0,cs,50,NONE,NONE,NONE,3G,0
291,109,23.0,F,M,702.0,226,3,2242,1.0,cs,7,NONE,NONE,NONE,4G,0
292,1090,29.0,M,S,702.0,2169,7,2166,1.0,co,9,22,239,242,4G,0
293,10903,39.0,M,M,702.0,1560,3,2114,1.0,cg,20,NONE,NONE,NONE,3G,0
294,1091,44.0,M,M,702.0,1923,3,2104,1.0,cs,4,248,70,105,4G,0
295,10912,28.0,F,S,702.0,1254,3,2105,1.0,cs,11,NONE,NONE,NONE,3G,0
296,1092,32.0,F,S,360.0,2127,3,2102,1.0,co,0,NONE,NONE,NONE,4G,0
297,10924,24.0,M,S,702.0,1265,7,2156,1.0,cs,18,NONE,NONE,NONE,3G,0
298,1093,35.0,M,S,702.0,2924,3,2102,1.0,cs,0,105,35,NONE,4G,0
299,10934,37.0,F,M,702.0,1546,3,2242,1.0,cs,14,NONE,NONE,NONE,3G,0
300,10938,59.0,M,M,702.0,356,3,2241,1.0,cs,11,NONE,NONE,NONE,3G,0
301,1094,56.0,M,M,702.0,331,3,2242,1.0,cs,10,NONE,NONE,NONE,4G,0
302,10942,37.0,M,S,702.0,1559,3,2242,1.0,cs,11,NONE,NONE,NONE,3G,0
303,10943,25.0,M,S,702.0,347,3,2242,1.0,cs,11,NONE,NONE,NONE,3G,0
304,10949,58.0,M,M,702.0,1554,3,2107,1.0,dd,0,NONE,NONE,NONE,3G,0
305,1095,28.0,F,S,702.0,390,7,2214,1.0,cs,10,NONE,NONE,NONE,4G,0
306,10959,43.0,F,M,702.0,670,3,2206,1.0,cs,20,257,NONE,NONE,3G,0
307,1096,36.30354683195592,M,M,702.0,3124,8,2102,0.0,cs,0,248,NONE,NONE,4G,0
308,10967,43.0,M,M,458.0,931,3,2135,1.0,cs,11,NONE,NONE,NONE,3G,0
309,1097,35.0,M,S,702.0,3043,3,2104,1.0,cs,0,105,70,65,4G,0
310,10971,27.0,M,S,702.0,1262,3,2107,1.0,cs,1,105,248,NONE,3G,0
311,10972,51.0,M,M,702.0,626,3,2135,1.0,cs,11,NONE,NONE,NONE,3G,0
312,10975,45.0,F,M,702.0,194,3,2242,1.0,cs,11,35,236,NONE,3G,0
313,1098,40.0,M,S,702.0,304,3,2243,1.0,cs,0,238,258,NONE,4G,0
314,1099,38.0,M,M,702.0,3126,3,2101,1.0,cs,4,NONE,NONE,NONE,4G,0
315,10991,45.0,F,M,702.0,1555,3,2114,1.0,cs,7,NONE,NONE,NONE,3G,0
316,11,31.0,M,S,702.0,552,3,2104,1.0,co,12,258,50,NONE,4G,0
317,110,18.0,M,S,702.0,597,4,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
318,1100,34.0,M,S,702.0,2595,3,2242,1.0,cs,1,82,NONE,NONE,4G,0
319,11006,32.0,F,M,702.0,1558,3,2114,1.0,cs,19,NONE,NONE,NONE,3G,0
320,1101,28.0,M,M,702.0,234,7,2242,1.0,dd,7,NONE,NONE,NONE,4G,0
321,11018,24.0,F,S,702.0,189,7,2208,1.0,dd,6,NONE,NONE,NONE,3G,0
322,1102,29.0,M,S,702.0,1905,3,2101,1.0,cs,19,NONE,NONE,NONE,4G,0
323,1103,29.0,M,S,702.0,2399,3,2104,1.0,cs,0,105,70,101,4G,0
324,11030,19.0,F,S,702.0,1027,4,2107,1.0,cs,9,NONE,NONE,NONE,3G,0
325,11031,26.0,F,S,702.0,646,3,2135,1.0,cs,21,NONE,NONE,NONE,3G,0
326,11032,56.0,F,M,702.0,373,3,2241,1.0,cs,12,NONE,NONE,NONE,3G,0
327,11036,19.0,F,S,702.0,599,4,2242,1.0,cs,19,NONE,NONE,NONE,3G,0
328,11038,51.0,M,M,702.0,1548,3,2248,1.0,cs,10,105,101,NONE,3G,0
329,1104,42.0,M,S,702.0,3113,3,2243,0.0,cs,0,103,105,102,4G,0
330,11042,46.0,M,M,702.0,1546,3,2115,1.0,cs,50,NONE,NONE,NONE,3G,0
331,11046,64.0,M,M,702.0,1548,3,2114,1.0,cs,8,NONE,NONE,NONE,3G,0
332,11047,65.0,F,S,702.0,1554,3,2114,1.0,cs,3,NONE,NONE,NONE,3G,0
333,1105,41.0,M,S,702.0,2170,3,2104,1.0,cs,1,105,236,103,4G,0
334,11057,39.0,F,S,608.0,609,6,2206,1.0,cs,15,38,254,NONE,3G,0
335,11059,35.0,M,S,702.0,631,3,2135,1.0,cs,1,NONE,NONE,NONE,3G,0
336,1106,28.0,F,S,702.0,3090,3,2102,1.0,dd,16,NONE,NONE,NONE,4G,0
337,11066,38.0,M,M,156.0,646,3,2107,1.0,cs,9,NONE,NONE,NONE,3G,0
338,11067,31.0,M,S,356.0,1557,3,2242,1.0,cs,3,NONE,NONE,NONE,3G,1
339,11068,27.0,F,S,702.0,1557,3,2242,0.0,cs,24,101,103,105,3G,0
340,1107,40.0,M,M,702.0,2287,3,2102,1.0,cx,0,NONE,NONE,NONE,4G,0
341,11070,46.0,M,M,702.0,1551,3,2114,0.0,cs,49,NONE,NONE,NONE,3G,0
342,11072,33.0,F,M,702.0,697,3,2242,1.0,dd,0,NONE,NONE,NONE,3G,0
343,11073,37.0,F,S,702.0,1214,3,2107,1.0,cs,3,NONE,NONE,NONE,3G,0
344,11074,33.0,F,M,702.0,1552,3,2114,1.0,cs,19,NONE,NONE,NONE,3G,0
345,11078,42.0,M,M,702.0,633,3,2101,1.0,cs,20,NONE,NONE,NONE,3G,0
346,1108,27.0,M,S,702.0,3116,3,2101,1.0,cs,6,105,49,56,4G,0
347,1109,27.0,F,M,702.0,1762,3,2101,1.0,co,22,NONE,NONE,NONE,4G,0
348,11093,41.0,F,M,702.0,1281,3,2242,1.0,cs,18,NONE,NONE,NONE,3G,0
349,11094,32.0,M,M,702.0,450,3,2241,1.0,cx,14,239,NONE,NONE,3G,0
350,11099,62.0,M,M,702.0,847,3,2241,0.0,cs,27,NONE,NONE,NONE,3G,0
351,111,18.0,F,S,702.0,602,4,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
352,1110,30.0,F,S,702.0,2352,3,2242,1.0,cs,0,240,242,81,4G,0
353,11102,23.0,M,S,702.0,1560,3,2114,1.0,dd,13,NONE,NONE,NONE,3G,0
354,1111,27.0,M,S,702.0,1254,3,2102,1.0,co,0,105,NONE,NONE,4G,0
355,11110,33.0,M,M,702.0,1542,3,2114,1.0,cs,20,70,NONE,NONE,3G,0
356,11117,30.0,M,S,702.0,1558,3,2114,0.0,cs,51,NONE,NONE,NONE,3G,0
357,11118,45.0,M,M,702.0,1553,3,2114,1.0,cs,14,NONE,NONE,NONE,3G,0
358,1112,31.0,M,S,702.0,1958,3,2102,1.0,co,0,NONE,NONE,NONE,4G,0
359,11121,26.0,M,S,702.0,977,3,2242,1.0,cs,11,NONE,NONE,NONE,3G,0
360,11124,24.0,M,S,702.0,359,3,2241,1.0,cs,11,NONE,NONE,NONE,3G,0
361,1113,43.0,F,M,702.0,3108,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
362,1114,40.0,M,M,702.0,747,3,2137,1.0,cs,3,236,260,248,4G,0
363,11140,49.0,F,M,702.0,1553,3,2115,1.0,cs,18,NONE,NONE,NONE,3G,0
364,11142,28.0,F,S,702.0,722,3,2135,1.0,cs,21,NONE,NONE,NONE,3G,0
365,11144,37.0,F,M,702.0,1539,3,2114,1.0,cs,15,NONE,NONE,NONE,3G,0
366,11145,36.30354683195592,M,S,702.0,1552,3,2114,1.0,cs,8,NONE,NONE,NONE,3G,0
367,11148,35.0,F,M,702.0,686,3,2135,1.0,cs,22,NONE,NONE,NONE,3G,0
368,1115,42.0,F,M,702.0,1986,3,2104,1.0,cs,0,105,237,NONE,4G,0
369,11155,32.0,M,S,702.0,965,3,2137,1.0,cs,6,105,103,NONE,3G,0
370,11158,32.0,F,S,702.0,1554,3,2102,1.0,cs,9,NONE,NONE,NONE,3G,0
371,1116,46.0,M,M,702.0,2060,3,2102,0.0,cs,37,105,NONE,NONE,4G,0
372,11160,39.0,F,M,702.0,1554,3,2101,1.0,cs,3,NONE,NONE,NONE,3G,0
373,1117,37.0,M,M,608.0,1829,5,2242,0.0,dd,0,80,254,248,4G,0
374,11170,34.0,M,M,702.0,1548,3,2114,1.0,cs,7,NONE,NONE,NONE,3G,0
375,11172,50.0,M,M,250.0,977,3,2242,1.0,cx,6,25,236,248,3G,0
376,11178,26.0,F,S,702.0,1553,3,2242,1.0,cs,1,NONE,NONE,NONE,3G,0
377,1118,24.0,F,S,702.0,350,3,2242,1.0,cs,2,NONE,NONE,NONE,4G,0
378,11180,46.0,F,M,702.0,1554,3,2242,1.0,cs,3,NONE,NONE,NONE,3G,0
379,11185,51.0,M,M,681.070058381985,412,5,2104,1.0,dd,5,254,241,80,3G,0
380,1119,24.0,M,S,702.0,2373,3,2101,1.0,cs,0,236,254,NONE,4G,0
381,11190,44.0,M,M,702.0,1542,3,2114,1.0,cs,18,NONE,NONE,NONE,3G,0
382,11193,48.0,F,M,702.0,1545,3,2114,0.0,cs,50,NONE,NONE,NONE,3G,0
383,112,22.0,F,S,702.0,657,3,2134,1.0,cs,0,NONE,NONE,NONE,4G,0
384,1120,58.0,M,M,702.0,2976,8,2102,0.0,cs,30,242,NONE,NONE,4G,0
385,11200,44.0,M,M,702.0,1283,3,2105,1.0,cs,42,NONE,NONE,NONE,3G,0
386,11206,24.0,M,S,702.0,638,3,2135,1.0,cs,0,248,NONE,NONE,3G,0
387,1121,27.0,F,S,702.0,245,3,2243,1.0,cs,6,NONE,NONE,NONE,4G,0
388,11216,32.0,M,S,702.0,622,3,2242,1.0,cg,8,NONE,NONE,NONE,3G,0
389,11219,30.0,M,S,702.0,1548,3,2114,1.0,cg,1,NONE,NONE,NONE,3G,0
390,1122,35.0,M,S,702.0,2293,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
391,11220,38.0,M,S,702.0,1045,3,2241,1.0,cs,10,NONE,NONE,NONE,3G,0
392,11222,54.0,F,M,702.0,1252,3,2105,1.0,cs,16,NONE,NONE,NONE,3G,0
393,11224,44.0,F,M,702.0,1006,3,2136,1.0,cs,12,NONE,NONE,NONE,3G,0
394,11229,23.0,M,S,702.0,743,3,2242,1.0,cs,8,70,NONE,NONE,3G,0
395,1123,32.0,M,M,702.0,1593,7,2208,1.0,cg,0,105,103,101,4G,0
396,11230,46.0,M,M,702.0,351,3,2242,1.0,cs,11,NONE,NONE,NONE,3G,0
397,11231,37.0,F,S,608.0,583,5,2135,1.0,cs,19,254,80,NONE,3G,0
398,11232,53.0,M,M,702.0,1553,3,2101,1.0,cs,15,NONE,NONE,NONE,3G,0
399,11238,47.0,M,M,702.0,1556,3,2114,0.0,dd,51,NONE,NONE,NONE,3G,0
400,1124,63.0,M,M,702.0,2470,3,2136,1.0,cs,4,236,248,105,4G,0
401,11240,53.0,F,M,702.0,1559,3,2242,0.0,cs,43,NONE,NONE,NONE,3G,0
402,11243,24.0,F,S,702.0,1232,3,2243,0.0,cs,19,NONE,NONE,NONE,3G,0
403,1125,47.0,M,M,702.0,349,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
404,11251,38.0,M,M,702.0,1554,3,2242,1.0,dd,18,NONE,NONE,NONE,3G,0
405,11254,33.0,F,M,458.0,331,3,2242,1.0,cs,10,NONE,NONE,NONE,3G,0
406,1126,40.0,M,M,702.0,1406,3,2104,1.0,cs,2,29,105,103,4G,0
407,11263,32.0,F,S,702.0,1295,7,2156,1.0,cs,14,NONE,NONE,NONE,3G,0
408,11267,40.0,M,M,702.0,1552,3,2242,1.0,cs,2,105,245,NONE,3G,0
409,1127,51.0,M,M,702.0,2295,3,2104,1.0,co,17,NONE,NONE,NONE,4G,0
410,11271,27.0,M,S,702.0,1281,3,2135,0.0,co,26,NONE,NONE,NONE,3G,0
411,1128,30.0,F,S,702.0,1409,3,2243,1.0,cs,0,257,254,103,4G,0
412,11286,37.0,M,S,702.0,1244,3,2241,0.0,cs,25,NONE,NONE,NONE,3G,0
413,11288,26.0,F,S,702.0,916,3,2242,1.0,cx,10,NONE,NONE,NONE,3G,0
414,1129,26.0,F,S,702.0,497,3,2242,1.0,cs,16,242,29,NONE,4G,0
415,11293,47.0,F,M,702.0,685,3,2135,1.0,cs,22,70,NONE,NONE,3G,0
416,113,34.0,M,S,702.0,1441,3,2242,0.0,cs,34,105,103,36,4G,0
417,1130,33.0,M,S,702.0,2561,3,2102,1.0,co,0,248,NONE,NONE,4G,0
418,11304,26.0,F,S,702.0,1087,7,2155,1.0,cg,12,NONE,NONE,NONE,3G,0
419,11306,48.0,F,M,702.0,1548,3,2114,1.0,cs,1,NONE,NONE,NONE,3G,0
420,1131,21.0,M,S,702.0,1593,3,2242,1.0,cs,3,NONE,NONE,NONE,4G,0
421,11311,31.0,M,S,702.0,1278,3,2105,0.0,cg,41,NONE,NONE,NONE,3G,0
422,11312,31.0,M,S,702.0,1555,3,2114,1.0,cs,21,NONE,NONE,NONE,3G,0
423,11314,48.0,M,M,702.0,1554,3,2241,1.0,cs,7,NONE,NONE,NONE,3G,0
424,11317,41.0,M,M,702.0,1555,3,2242,1.0,cs,2,NONE,NONE,NONE,3G,0
425,1132,26.0,F,S,702.0,1288,7,2166,0.0,cs,0,258,55,NONE,4G,0
426,11321,31.0,F,S,702.0,1278,7,2213,1.0,cg,3,236,NONE,NONE,3G,0
427,11323,32.0,M,S,702.0,486,3,2242,1.0,cg,15,35,101,240,3G,0
428,1133,44.0,M,M,702.0,2960,7,2161,1.0,cs,19,105,NONE,NONE,4G,0
429,11330,45.0,M,M,702.0,1535,3,2241,1.0,dd,6,248,NONE,NONE,3G,0
430,11334,49.0,F,M,702.0,1551,3,2114,1.0,cs,0,NONE,NONE,NONE,3G,0
431,11336,62.0,M,M,702.0,744,3,2241,1.0,cs,2,NONE,NONE,NONE,3G,0
432,11337,27.0,M,S,702.0,1553,3,2114,1.0,cs,4,105,NONE,NONE,3G,0
433,11338,28.0,M,S,702.0,537,7,2194,1.0,cs,4,70,NONE,NONE,3G,0
434,1134,42.0,M,M,702.0,2295,7,2171,1.0,cs,0,105,236,103,4G,0
435,11348,45.0,M,M,702.0,976,3,2241,1.0,cs,0,NONE,NONE,NONE,3G,0
436,1135,38.0,M,M,702.0,1993,3,2107,0.0,dd,0,NONE,NONE,NONE,4G,0
437,11350,40.0,M,M,702.0,591,3,2135,1.0,cs,6,NONE,NONE,NONE,3G,0
438,11351,18.0,M,S,702.0,632,4,2206,1.0,cs,20,NONE,NONE,NONE,3G,0
439,11353,77.0,M,M,702.0,973,3,2101,1.0,cs,13,105,NONE,NONE,3G,0
440,11355,30.0,M,S,702.0,441,3,2241,1.0,cs,12,35,236,57,3G,0
441,11357,44.0,F,S,702.0,1286,3,2105,0.0,cs,28,NONE,NONE,NONE,3G,0
442,11359,44.0,M,M,702.0,842,3,2206,1.0,cs,12,NONE,NONE,NONE,3G,0
443,1136,22.0,M,S,702.0,921,7,2156,1.0,dd,19,NONE,NONE,NONE,4G,0
444,1137,38.0,M,M,702.0,2941,3,2101,1.0,dd,7,NONE,NONE,NONE,4G,0
445,11373,31.0,F,S,702.0,1549,3,2115,1.0,cs,50,NONE,NONE,NONE,3G,0
446,11374,46.0,M,M,702.0,970,3,2242,1.0,cs,3,NONE,NONE,NONE,3G,0
447,11375,21.0,M,S,702.0,1224,3,2101,1.0,cs,13,NONE,NONE,NONE,3G,0
448,11376,46.0,M,M,702.0,1554,3,2114,1.0,cs,5,NONE,NONE,NONE,3G,0
449,11377,43.0,M,M,702.0,1554,3,2114,0.0,cs,51,NONE,NONE,NONE,3G,0
450,1138,37.0,M,M,702.0,1641,7,2183,1.0,cs,5,105,103,242,4G,0
451,11384,42.0,M,M,702.0,1554,3,2115,1.0,cs,51,NONE,NONE,NONE,3G,0
452,1139,36.0,M,S,702.0,1120,3,2102,1.0,cs,18,105,NONE,NONE,4G,0
453,11390,35.0,M,S,702.0,641,3,2241,1.0,cs,10,NONE,NONE,NONE,3G,0
454,11392,54.0,M,M,702.0,1560,3,2135,1.0,cg,0,NONE,NONE,NONE,3G,0
455,114,32.0,M,S,702.0,710,3,2136,0.0,co,0,237,NONE,NONE,4G,0
456,1140,26.0,F,S,702.0,2010,3,2136,1.0,cs,10,NONE,NONE,NONE,4G,0
457,11402,40.0,M,M,702.0,1553,3,2135,1.0,cs,17,80,258,NONE,3G,0
458,11407,42.0,M,M,702.0,469,3,2241,1.0,cs,15,NONE,NONE,NONE,3G,0
459,1141,33.0,M,M,702.0,2971,7,2166,1.0,co,20,236,35,80,4G,0
460,1142,36.30354683195592,F,S,702.0,191,3,2242,1.0,cs,6,NONE,NONE,NONE,4G,0
461,11425,42.0,M,M,702.0,1554,3,2114,1.0,cs,20,NONE,NONE,NONE,3G,0
462,1143,35.0,M,M,702.0,2146,3,2102,1.0,cs,0,103,105,237,4G,0
463,11437,56.0,F,S,702.0,1219,3,2105,1.0,dd,16,NONE,NONE,NONE,3G,0
464,11439,43.0,M,M,702.0,550,7,2156,1.0,cs,17,NONE,NONE,NONE,3G,0
465,1144,36.30354683195592,M,S,702.0,2461,8,2102,1.0,dd,2,49,257,237,4G,0
466,11440,51.0,F,M,702.0,985,3,2242,1.0,cs,7,NONE,NONE,NONE,3G,0
467,11443,29.0,M,S,702.0,1244,7,2156,1.0,cs,10,NONE,NONE,NONE,3G,0
468,1145,26.0,F,S,702.0,2742,3,2242,1.0,cx,14,NONE,NONE,NONE,4G,0
469,11450,52.0,M,M,702.0,587,3,2206,1.0,cx,19,35,NONE,NONE,3G,0
470,11454,42.0,F,M,702.0,1548,3,2241,1.0,dd,12,NONE,NONE,NONE,3G,0
471,11455,53.0,M,M,702.0,1560,3,2114,1.0,cs,21,103,NONE,NONE,3G,0
472,1146,34.0,M,M,702.0,2021,3,2243,1.0,cs,4,35,NONE,NONE,4G,0
473,11461,59.0,M,M,702.0,1558,3,2114,1.0,dd,0,NONE,NONE,NONE,3G,0
474,11462,28.0,M,S,702.0,1246,7,2208,0.0,cs,31,105,NONE,NONE,3G,0
475,11468,34.0,F,S,702.0,1553,3,2114,1.0,cs,17,NONE,NONE,NONE,3G,0
476,1147,51.0,M,S,702.0,233,3,2242,1.0,co,7,NONE,NONE,NONE,4G,0
477,1148,25.0,M,S,702.0,1835,3,2242,0.0,cs,0,NONE,NONE,NONE,4G,0
478,1149,47.0,M,M,702.0,2984,3,2101,1.0,dd,5,NONE,NONE,NONE,4G,0
479,11491,55.0,M,M,702.0,1122,3,2105,1.0,cs,11,NONE,NONE,NONE,3G,0
480,115,31.0,M,M,702.0,1464,3,2101,1.0,cg,2,NONE,NONE,NONE,4G,0
481,1150,26.0,M,S,702.0,598,3,2135,1.0,cs,0,NONE,NONE,NONE,4G,0
482,11509,39.0,M,S,702.0,318,3,2241,1.0,cs,10,NONE,NONE,NONE,3G,0
483,1151,19.0,M,S,702.0,500,4,2135,1.0,cs,3,NONE,NONE,NONE,4G,0
484,1152,31.0,M,S,702.0,1926,3,2243,1.0,cs,0,NONE,NONE,NONE,4G,0
485,11520,38.0,M,M,702.0,1560,3,2114,1.0,cs,0,NONE,NONE,NONE,3G,0
486,11521,34.0,F,M,702.0,1542,3,2114,0.0,dd,31,NONE,NONE,NONE,3G,0
487,11523,58.0,M,M,702.0,1230,7,2156,1.0,co,2,NONE,NONE,NONE,3G,0
488,11526,41.0,F,M,702.0,1556,3,2114,1.0,cs,7,NONE,NONE,NONE,3G,0
489,1153,30.0,M,S,702.0,2241,3,2248,0.0,cs,0,NONE,NONE,NONE,4G,0
490,11530,24.0,F,S,702.0,1231,3,2105,1.0,cs,10,NONE,NONE,NONE,3G,0
491,11535,18.0,M,S,702.0,639,4,2242,1.0,cs,20,NONE,NONE,NONE,3G,0
492,1154,24.0,F,S,702.0,712,3,2206,1.0,cs,1,NONE,NONE,NONE,4G,0
493,11540,25.0,F,S,702.0,1560,3,2101,1.0,cs,17,NONE,NONE,NONE,3G,0
494,11541,51.0,M,M,702.0,1545,3,2241,0.0,cs,37,258,65,NONE,3G,0
495,11546,44.0,M,M,702.0,1554,3,2114,1.0,dd,17,NONE,NONE,NONE,3G,0
496,11548,33.0,M,S,702.0,1556,3,2114,1.0,cs,10,NONE,NONE,NONE,3G,0
497,1155,26.0,M,S,702.0,1304,3,2135,1.0,cs,11,NONE,NONE,NONE,4G,0
498,11557,31.0,M,S,702.0,596,3,2243,1.0,cs,19,238,50,35,3G,0
499,1156,38.0,F,S,702.0,2947,3,2101,0.0,cs,0,103,NONE,NONE,4G,0
500,11560,36.0,M,M,702.0,1238,3,2105,1.0,cs,19,101,NONE,NONE,3G,0
501,11569,36.30354683195592,M,S,702.0,634,3,2101,1.0,cs,20,NONE,NONE,NONE,3G,0
502,1157,39.0,F,S,702.0,2952,3,2242,0.0,cg,5,NONE,NONE,NONE,4G,0
503,11572,48.0,M,M,702.0,978,3,2243,1.0,cs,10,105,23,112,3G,0
504,1158,53.0,F,M,702.0,2895,3,2101,1.0,cs,2,39,239,242,4G,0
505,11583,53.0,M,S,702.0,456,3,2242,1.0,cs,14,254,NONE,NONE,3G,0
506,11584,46.0,M,M,702.0,1555,3,2241,1.0,cs,0,105,NONE,NONE,3G,0
507,11585,51.0,F,M,702.0,1542,3,2241,1.0,cs,50,67,105,238,3G,0
508,11586,38.0,M,M,702.0,1558,3,2105,1.0,dd,20,35,236,105,3G,0
509,1159,29.0,M,S,702.0,299,3,2104,1.0,cs,1,NONE,NONE,NONE,4G,0
510,11592,36.30354683195592,M,S,702.0,390,7,2183,1.0,cs,0,40,248,50,3G,0
511,11594,36.30354683195592,F,S,702.0,895,9,2116,0.0,dd,29,NONE,NONE,NONE,3G,0
512,11595,45.0,M,M,702.0,403,3,2241,1.0,cs,13,48,239,NONE,3G,0
513,116,47.0,M,M,702.0,1445,3,2101,1.0,cs,0,39,237,35,4G,0
514,1160,26.0,F,S,702.0,1021,7,2169,1.0,cs,0,241,NONE,NONE,4G,0
515,11602,40.0,M,M,702.0,1601,3,2105,1.0,cs,14,NONE,NONE,NONE,3G,0
516,11607,34.0,F,S,702.0,2903,3,2101,1.0,cs,1,NONE,NONE,NONE,3G,0
517,1161,51.0,F,M,702.0,2655,3,2107,1.0,cs,3,NONE,NONE,NONE,4G,0
518,11613,47.0,M,M,702.0,338,3,2242,1.0,cg,11,NONE,NONE,NONE,3G,0
519,1162,45.0,M,M,702.0,2961,3,2102,0.0,co,0,103,NONE,NONE,4G,0
520,11626,47.0,M,M,702.0,188,3,2242,1.0,cs,0,NONE,NONE,NONE,3G,0
521,11628,29.0,M,S,702.0,1857,3,2242,1.0,cs,6,105,248,NONE,3G,0
522,1163,25.0,M,S,702.0,1056,3,2136,1.0,cs,0,248,242,NONE,4G,0
523,11631,30.0,F,S,702.0,2492,3,2242,1.0,cs,12,NONE,NONE,NONE,3G,0
524,1164,52.0,M,M,702.0,2397,7,2171,1.0,dd,5,236,105,35,4G,0
525,1165,31.0,F,S,702.0,2633,7,2210,1.0,cg,15,103,NONE,NONE,4G,0
526,11655,38.0,F,M,702.0,1125,7,2156,1.0,cs,16,NONE,NONE,NONE,3G,0
527,11657,37.0,M,S,702.0,1339,3,2101,1.0,cs,21,NONE,NONE,NONE,3G,0
528,1166,26.0,M,S,702.0,1690,3,2102,1.0,cs,0,258,NONE,NONE,4G,0
529,11661,29.0,F,S,702.0,1434,3,2242,1.0,cs,7,NONE,NONE,NONE,3G,0
530,11662,52.0,M,M,702.0,2610,3,2101,1.0,cs,10,NONE,NONE,NONE,3G,0
531,11668,47.0,M,M,702.0,365,3,2242,1.0,cs,2,NONE,NONE,NONE,3G,0
532,1167,49.0,F,M,702.0,2140,3,2101,0.0,cs,0,NONE,NONE,NONE,4G,0
533,11670,43.0,F,M,702.0,263,3,2242,1.0,cs,1,261,NONE,NONE,3G,0
534,11675,47.0,M,M,702.0,2898,7,2166,1.0,co,10,105,NONE,NONE,3G,0
535,11677,51.0,M,M,702.0,1347,3,2105,1.0,cs,18,NONE,NONE,NONE,3G,0
536,1168,41.0,F,M,702.0,2131,3,2242,1.0,cs,0,105,101,NONE,4G,0
537,11682,29.0,F,M,702.0,828,3,2242,0.0,cs,27,237,105,NONE,3G,0
538,11685,23.0,M,S,702.0,1039,3,2242,0.0,cs,24,NONE,NONE,NONE,3G,0
539,1169,26.0,F,S,702.0,2197,3,2241,1.0,cs,0,NONE,NONE,NONE,4G,0
540,11692,29.0,F,S,702.0,1648,3,2105,0.0,dd,24,105,103,NONE,3G,0
541,11696,31.0,F,S,702.0,891,3,2105,1.0,cs,4,NONE,NONE,NONE,3G,0
542,11697,35.0,M,S,826.0,430,5,2248,1.0,cs,14,241,52,39,3G,0
543,117,29.0,M,S,702.0,1463,3,2102,1.0,co,0,NONE,NONE,NONE,4G,0
544,1170,30.0,F,S,702.0,1307,3,2102,1.0,cs,13,105,NONE,NONE,4G,0
545,1171,46.0,M,M,702.0,2911,3,2206,1.0,co,15,242,105,239,4G,0
546,1172,28.0,M,S,702.0,2058,3,2102,1.0,cg,2,NONE,NONE,NONE,4G,0
547,1173,36.30354683195592,M,S,702.0,2298,8,2101,1.0,cs,2,52,70,NONE,4G,0
548,11730,29.0,F,S,702.0,741,3,2242,1.0,cs,7,258,238,39,3G,0
549,11732,29.0,M,S,702.0,2801,3,2242,1.0,dd,3,101,105,NONE,3G,0
550,11735,45.0,F,M,702.0,1044,3,2135,1.0,cs,12,NONE,NONE,NONE,3G,0
551,1174,27.0,F,S,702.0,2109,3,2242,1.0,cs,7,NONE,NONE,NONE,4G,0
552,11744,40.0,M,M,702.0,1178,3,2101,1.0,dd,6,NONE,NONE,NONE,3G,0
553,1175,28.0,F,S,702.0,2135,3,2101,1.0,cs,11,NONE,NONE,NONE,4G,0
554,11757,39.0,M,M,360.0,2222,3,2101,1.0,cs,7,50,248,53,3G,0
555,1176,44.0,M,M,702.0,495,3,2136,1.0,cs,1,105,103,29,4G,0
556,11762,54.0,M,M,702.0,1666,3,2248,1.0,cs,0,105,NONE,NONE,3G,0
557,1177,46.0,M,M,702.0,2593,3,2137,1.0,cs,7,105,254,239,4G,0
558,11773,31.0,M,S,702.0,1858,3,2107,1.0,cs,10,NONE,NONE,NONE,3G,0
